cliente_id,produto,valor_divida,dias_atraso,faixa_atraso,score,operador
462,Cartão de Crédito,1148.07,45,31-60,513,Bruno
463,Cartão de Crédito,2055.44,72,61-90,530,Carlos
464,Cartão de Crédito,2860.44,18,0-30,783,Helena
465,Empréstimo Consignado,6896.88,30,0-30,881,Fernanda
466,Crédito Pessoal,3799.1,26,0-30,652,Bruno
467,Crédito Pessoal,4889.02,141,90+,340,Helena
468,Empréstimo Consignado,7191.94,62,61-90,481,Helena
469,Crédito Pessoal,6510.99,38,31-60,601,Daniela
470,Empréstimo Consignado,4019.73,47,31-60,520,Eduardo
471,Crédito Pessoal,6052.94,8,0-30,894,Ana
472,Empréstimo Consignado,7861.58,47,31-60,707,Ana
473,Crédito Pessoal,5868.56,27,0-30,750,Daniela
474,Empréstimo Consignado,3832.69,25,0-30,668,Gustavo
475,Cartão de Crédito,3206.44,2,0-30,626,Bruno
476,Empréstimo Consignado,9629.12,79,61-90,515,Eduardo
477,Crédito Pessoal,8346.42,73,61-90,561,Daniela
478,Cartão de Crédito,1833.81,38,31-60,641,Bruno
479,Empréstimo Consignado,6245.07,46,31-60,540,Eduardo
480,Cartão de Crédito,1072.65,47,31-60,605,Helena
481,Cartão de Crédito,1841.12,45,31-60,573,Bruno
482,Cartão de Crédito,3647.44,8,0-30,659,Ana
483,Cartão de Crédito,2736.05,42,31-60,541,Eduardo
484,Cartão de Crédito,1918.91,8,0-30,721,Ana
485,Cartão de Crédito,2606.47,45,31-60,678,Ana
486,Empréstimo Consignado,7815.35,11,0-30,802,Eduardo
487,Crédito Pessoal,1181.74,19,0-30,610,Daniela
488,Crédito Pessoal,1543.69,147,90+,462,Bruno
489,Empréstimo Consignado,11320.32,5,0-30,746,Eduardo
490,Empréstimo Consignado,10209.83,51,31-60,715,Fernanda
491,Cartão de Crédito,1312.38,20,0-30,613,Ana
492,Cartão de Crédito,2398.51,62,61-90,466,Helena
493,Crédito Pessoal,3568.59,125,90+,479,Helena
494,Crédito Pessoal,7177.68,165,90+,408,Bruno
495,Cartão de Crédito,2858.06,47,31-60,741,Eduardo
496,Crédito Pessoal,2790.79,180,90+,459,Daniela
497,Cartão de Crédito,2596.19,9,0-30,609,Eduardo
498,Crédito Pessoal,4917.78,19,0-30,723,Eduardo
499,Empréstimo Consignado,7884.88,7,0-30,872,Carlos
500,Empréstimo Consignado,6469.64,9,0-30,840,Helena
501,Cartão de Crédito,2519.86,52,31-60,667,Fernanda
502,Cartão de Crédito,1819.38,33,31-60,695,Bruno
503,Crédito Pessoal,2624.38,50,31-60,690,Eduardo
504,Empréstimo Consignado,4260.36,74,61-90,542,Ana
505,Cartão de Crédito,1660.72,46,31-60,596,Ana
506,Crédito Pessoal,5844.57,69,61-90,566,Carlos
507,Empréstimo Consignado,9348.42,51,31-60,556,Ana
508,Empréstimo Consignado,12381.58,30,0-30,737,Eduardo
509,Empréstimo Consignado,7314.59,34,31-60,570,Bruno
510,Cartão de Crédito,3061.13,12,0-30,616,Carlos
511,Cartão de Crédito,2537.65,4,0-30,872,Fernanda
512,Crédito Pessoal,5599.2,45,31-60,610,Gustavo
513,Empréstimo Consignado,10425.1,37,31-60,619,Carlos
514,Empréstimo Consignado,9746.14,59,31-60,643,Helena
515,Crédito Pessoal,5216.88,20,0-30,602,Daniela
516,Crédito Pessoal,3772.85,22,0-30,842,Daniela
517,Crédito Pessoal,5551.6,7,0-30,707,Bruno
518,Empréstimo Consignado,12092.9,80,61-90,450,Helena
519,Empréstimo Consignado,8526.0,90,61-90,513,Helena
520,Crédito Pessoal,4209.32,1,0-30,773,Bruno
521,Cartão de Crédito,3157.12,126,90+,415,Gustavo
522,Crédito Pessoal,2229.75,177,90+,482,Carlos
523,Empréstimo Consignado,6920.14,2,0-30,753,Eduardo
524,Empréstimo Consignado,5057.68,79,61-90,646,Eduardo
525,Empréstimo Consignado,7635.54,54,31-60,575,Daniela
526,Cartão de Crédito,3497.18,9,0-30,843,Bruno
527,Crédito Pessoal,6281.76,49,31-60,580,Gustavo
528,Crédito Pessoal,1264.09,36,31-60,728,Bruno
529,Crédito Pessoal,3762.57,160,90+,371,Eduardo
530,Empréstimo Consignado,3502.81,8,0-30,817,Daniela
531,Empréstimo Consignado,11174.87,46,31-60,695,Eduardo
532,Empréstimo Consignado,6252.6,39,31-60,642,Eduardo
533,Empréstimo Consignado,8227.68,54,31-60,742,Carlos
534,Cartão de Crédito,2599.23,54,31-60,610,Bruno
535,Cartão de Crédito,2664.68,36,31-60,557,Carlos
536,Empréstimo Consignado,678.22,30,0-30,677,Carlos
537,Empréstimo Consignado,9083.38,40,31-60,657,Eduardo
538,Crédito Pessoal,3903.07,51,31-60,547,Daniela
539,Cartão de Crédito,3176.64,14,0-30,897,Eduardo
540,Crédito Pessoal,5405.52,22,0-30,623,Fernanda
541,Empréstimo Consignado,9895.1,24,0-30,709,Daniela
542,Cartão de Crédito,1917.47,5,0-30,651,Gustavo
543,Crédito Pessoal,2742.16,52,31-60,670,Bruno
544,Cartão de Crédito,3212.28,143,90+,333,Fernanda
545,Cartão de Crédito,2950.72,170,90+,487,Fernanda
546,Crédito Pessoal,5444.43,49,31-60,710,Fernanda
547,Crédito Pessoal,5441.55,144,90+,302,Ana
548,Cartão de Crédito,2836.5,20,0-30,738,Bruno
549,Cartão de Crédito,1466.19,50,31-60,640,Eduardo
550,Cartão de Crédito,3360.45,76,61-90,449,Daniela
551,Cartão de Crédito,2376.76,153,90+,381,Fernanda
552,Empréstimo Consignado,7623.39,133,90+,318,Ana
553,Cartão de Crédito,2165.51,30,0-30,643,Fernanda
554,Cartão de Crédito,524.36,73,61-90,560,Daniela
555,Empréstimo Consignado,9725.59,46,31-60,747,Gustavo
556,Crédito Pessoal,3003.22,51,31-60,665,Daniela
557,Crédito Pessoal,5216.12,83,61-90,402,Gustavo
558,Crédito Pessoal,3359.58,62,61-90,512,Ana
559,Cartão de Crédito,2225.18,11,0-30,826,Helena
560,Cartão de Crédito,2180.68,105,90+,364,Ana
561,Cartão de Crédito,1825.33,6,0-30,762,Helena
562,Crédito Pessoal,4548.21,15,0-30,763,Bruno
563,Crédito Pessoal,4038.18,89,61-90,565,Carlos
564,Crédito Pessoal,2919.07,100,90+,338,Fernanda
565,Crédito Pessoal,7345.74,25,0-30,752,Ana
566,Cartão de Crédito,1858.85,39,31-60,563,Fernanda
567,Crédito Pessoal,6124.15,100,90+,403,Carlos
568,Crédito Pessoal,6336.48,47,31-60,512,Carlos
569,Empréstimo Consignado,10771.8,2,0-30,674,Carlos
570,Crédito Pessoal,3909.03,31,31-60,500,Gustavo
571,Cartão de Crédito,2341.01,35,31-60,699,Carlos
572,Cartão de Crédito,2365.73,28,0-30,697,Ana
573,Crédito Pessoal,6054.43,66,61-90,503,Fernanda
574,Cartão de Crédito,2306.1,27,0-30,763,Daniela
575,Empréstimo Consignado,9375.44,74,61-90,512,Fernanda
576,Empréstimo Consignado,7232.62,79,61-90,502,Fernanda
577,Crédito Pessoal,7234.39,59,31-60,733,Ana
578,Empréstimo Consignado,7964.77,20,0-30,636,Ana
579,Cartão de Crédito,2394.32,15,0-30,705,Eduardo
580,Crédito Pessoal,5679.02,20,0-30,786,Eduardo
581,Cartão de Crédito,3808.4,19,0-30,620,Bruno
582,Empréstimo Consignado,6184.44,25,0-30,747,Carlos
583,Cartão de Crédito,3331.54,47,31-60,729,Carlos
584,Crédito Pessoal,3364.83,16,0-30,728,Eduardo
585,Cartão de Crédito,2535.06,21,0-30,786,Daniela
586,Crédito Pessoal,3410.45,116,90+,327,Bruno
587,Crédito Pessoal,4257.38,79,61-90,598,Fernanda
588,Crédito Pessoal,3642.91,61,61-90,634,Daniela
589,Crédito Pessoal,6396.44,17,0-30,707,Eduardo
590,Crédito Pessoal,4005.51,33,31-60,508,Fernanda
591,Crédito Pessoal,6060.41,24,0-30,825,Daniela
592,Cartão de Crédito,2078.54,53,31-60,661,Carlos
593,Crédito Pessoal,4988.92,56,31-60,708,Helena
594,Crédito Pessoal,7915.2,7,0-30,844,Helena
595,Empréstimo Consignado,5763.53,84,61-90,431,Eduardo
596,Cartão de Crédito,1918.78,51,31-60,565,Fernanda
597,Cartão de Crédito,2303.03,1,0-30,752,Daniela
598,Crédito Pessoal,4964.84,19,0-30,790,Bruno
599,Crédito Pessoal,6241.61,76,61-90,647,Bruno
600,Crédito Pessoal,5085.97,104,90+,517,Ana
601,Crédito Pessoal,5490.39,20,0-30,753,Gustavo
602,Crédito Pessoal,2691.35,154,90+,320,Fernanda
603,Crédito Pessoal,5603.14,21,0-30,681,Eduardo
604,Crédito Pessoal,5656.6,143,90+,520,Eduardo
605,Crédito Pessoal,6343.2,52,31-60,678,Helena
606,Cartão de Crédito,2237.32,47,31-60,523,Fernanda
607,Crédito Pessoal,4986.53,5,0-30,710,Eduardo
608,Crédito Pessoal,6412.71,46,31-60,591,Carlos
609,Cartão de Crédito,1653.09,47,31-60,511,Helena
610,Cartão de Crédito,1064.02,127,90+,548,Carlos
611,Crédito Pessoal,2782.1,90,61-90,538,Eduardo
612,Cartão de Crédito,1988.54,89,61-90,554,Helena
613,Cartão de Crédito,3357.92,11,0-30,622,Fernanda
614,Crédito Pessoal,9058.5,35,31-60,660,Daniela
615,Empréstimo Consignado,5271.67,29,0-30,819,Helena
616,Empréstimo Consignado,7747.42,62,61-90,491,Carlos
617,Crédito Pessoal,3946.28,107,90+,536,Fernanda
618,Crédito Pessoal,5962.39,29,0-30,852,Eduardo
619,Empréstimo Consignado,8839.69,54,31-60,665,Carlos
620,Cartão de Crédito,1798.73,150,90+,482,Fernanda
621,Crédito Pessoal,3757.71,80,61-90,597,Ana
622,Crédito Pessoal,4713.96,22,0-30,769,Helena
623,Crédito Pessoal,7460.51,33,31-60,622,Bruno
624,Cartão de Crédito,1976.97,36,31-60,656,Gustavo
625,Cartão de Crédito,1258.91,78,61-90,433,Ana
626,Crédito Pessoal,7606.05,73,61-90,524,Eduardo
627,Cartão de Crédito,2897.83,106,90+,356,Fernanda
628,Cartão de Crédito,1569.69,18,0-30,602,Bruno
629,Crédito Pessoal,5612.69,93,90+,305,Daniela
630,Crédito Pessoal,6623.33,162,90+,347,Eduardo
631,Cartão de Crédito,2575.0,12,0-30,701,Daniela
632,Empréstimo Consignado,12087.73,42,31-60,691,Daniela
633,Cartão de Crédito,2944.26,45,31-60,619,Carlos
634,Cartão de Crédito,2744.4,3,0-30,612,Carlos
635,Crédito Pessoal,5407.77,58,31-60,535,Bruno
636,Crédito Pessoal,5271.79,148,90+,506,Bruno
637,Cartão de Crédito,3202.45,61,61-90,469,Fernanda
638,Crédito Pessoal,4700.84,70,61-90,432,Carlos
639,Crédito Pessoal,6899.07,8,0-30,704,Helena
640,Crédito Pessoal,5623.88,19,0-30,803,Helena
641,Crédito Pessoal,5211.12,26,0-30,654,Gustavo
642,Crédito Pessoal,4383.92,164,90+,406,Bruno
643,Crédito Pessoal,4402.62,79,61-90,540,Fernanda
644,Crédito Pessoal,5638.04,64,61-90,624,Helena
645,Crédito Pessoal,7026.21,76,61-90,450,Ana
646,Empréstimo Consignado,9513.2,33,31-60,591,Eduardo
647,Cartão de Crédito,1928.42,33,31-60,552,Ana
648,Cartão de Crédito,1220.86,105,90+,335,Eduardo
649,Cartão de Crédito,3091.81,14,0-30,732,Fernanda
650,Cartão de Crédito,4646.37,21,0-30,624,Carlos
651,Crédito Pessoal,4448.28,31,31-60,580,Gustavo
652,Cartão de Crédito,2129.11,76,61-90,436,Ana
653,Cartão de Crédito,3156.42,26,0-30,618,Gustavo
654,Cartão de Crédito,1811.29,97,90+,334,Daniela
655,Crédito Pessoal,7992.4,92,90+,406,Ana
656,Crédito Pessoal,5824.62,44,31-60,661,Bruno
657,Crédito Pessoal,4946.78,123,90+,353,Ana
658,Crédito Pessoal,3451.77,36,31-60,673,Helena
659,Cartão de Crédito,3205.66,6,0-30,605,Carlos
660,Cartão de Crédito,2144.64,64,61-90,610,Carlos
661,Crédito Pessoal,6418.43,64,61-90,528,Gustavo
662,Empréstimo Consignado,9197.27,122,90+,498,Bruno
663,Cartão de Crédito,3533.14,9,0-30,633,Eduardo
664,Crédito Pessoal,5317.96,57,31-60,555,Bruno
665,Crédito Pessoal,11232.7,1,0-30,855,Helena
666,Crédito Pessoal,6109.94,43,31-60,710,Fernanda
667,Crédito Pessoal,5292.54,83,61-90,496,Eduardo
668,Crédito Pessoal,4221.91,80,61-90,425,Carlos
669,Crédito Pessoal,6753.34,29,0-30,840,Gustavo
670,Crédito Pessoal,4266.78,88,61-90,569,Gustavo
671,Crédito Pessoal,3451.59,35,31-60,590,Carlos
672,Empréstimo Consignado,6593.95,10,0-30,893,Fernanda
673,Crédito Pessoal,4615.69,111,90+,453,Eduardo
674,Cartão de Crédito,4299.83,5,0-30,826,Ana
675,Crédito Pessoal,5584.95,57,31-60,558,Ana
676,Empréstimo Consignado,6016.98,49,31-60,626,Bruno
677,Crédito Pessoal,7177.59,43,31-60,711,Gustavo
678,Crédito Pessoal,5377.02,47,31-60,523,Carlos
679,Empréstimo Consignado,11884.29,43,31-60,610,Ana
680,Empréstimo Consignado,13735.27,16,0-30,620,Carlos
681,Empréstimo Consignado,3524.72,54,31-60,559,Bruno
682,Crédito Pessoal,249.81,80,61-90,645,Daniela
683,Crédito Pessoal,8982.94,53,31-60,589,Carlos
684,Cartão de Crédito,1950.14,65,61-90,547,Helena
685,Empréstimo Consignado,2904.47,142,90+,305,Helena
686,Cartão de Crédito,2080.11,7,0-30,865,Daniela
687,Cartão de Crédito,1725.91,59,31-60,639,Gustavo
688,Crédito Pessoal,3454.97,57,31-60,596,Helena
689,Cartão de Crédito,3184.59,80,61-90,549,Carlos
690,Crédito Pessoal,4281.21,58,31-60,689,Eduardo
691,Crédito Pessoal,1764.25,5,0-30,679,Fernanda
692,Crédito Pessoal,5065.08,20,0-30,616,Helena
693,Cartão de Crédito,1819.08,15,0-30,737,Daniela
694,Crédito Pessoal,4501.3,62,61-90,539,Eduardo
695,Crédito Pessoal,4615.79,45,31-60,582,Fernanda
696,Cartão de Crédito,3176.39,136,90+,339,Eduardo
697,Crédito Pessoal,3989.22,6,0-30,767,Bruno
698,Cartão de Crédito,3058.23,23,0-30,673,Helena
699,Crédito Pessoal,1809.77,98,90+,373,Bruno
700,Cartão de Crédito,3219.01,47,31-60,549,Ana
701,Cartão de Crédito,3539.14,2,0-30,609,Daniela
702,Crédito Pessoal,4539.53,28,0-30,702,Ana
703,Crédito Pessoal,3362.82,81,61-90,493,Helena
704,Crédito Pessoal,2844.8,57,31-60,631,Gustavo
705,Crédito Pessoal,4949.03,38,31-60,628,Daniela
706,Empréstimo Consignado,11648.22,6,0-30,898,Bruno
707,Crédito Pessoal,4148.44,108,90+,382,Bruno
708,Empréstimo Consignado,11334.33,59,31-60,632,Fernanda
709,Crédito Pessoal,2697.23,4,0-30,703,Fernanda
710,Cartão de Crédito,2218.77,180,90+,333,Bruno
711,Cartão de Crédito,2465.12,18,0-30,879,Gustavo
712,Cartão de Crédito,2673.12,27,0-30,741,Daniela
713,Cartão de Crédito,2233.79,23,0-30,896,Helena
714,Crédito Pessoal,7493.29,24,0-30,769,Gustavo
715,Crédito Pessoal,7524.69,47,31-60,512,Gustavo
716,Empréstimo Consignado,7475.54,50,31-60,656,Bruno
717,Empréstimo Consignado,6438.51,71,61-90,592,Ana
718,Empréstimo Consignado,6198.75,104,90+,473,Eduardo
719,Crédito Pessoal,7068.78,55,31-60,661,Fernanda
720,Cartão de Crédito,1967.99,51,31-60,690,Gustavo
721,Empréstimo Consignado,3615.83,4,0-30,731,Daniela
722,Crédito Pessoal,2375.68,22,0-30,627,Eduardo
723,Crédito Pessoal,6333.95,107,90+,382,Ana
724,Cartão de Crédito,1407.71,11,0-30,868,Carlos
725,Cartão de Crédito,2180.86,38,31-60,613,Fernanda
726,Empréstimo Consignado,8306.48,77,61-90,505,Helena
727,Crédito Pessoal,1635.79,9,0-30,860,Bruno
728,Cartão de Crédito,2645.82,16,0-30,613,Fernanda
729,Crédito Pessoal,4350.86,148,90+,379,Fernanda
730,Crédito Pessoal,1185.39,8,0-30,759,Fernanda
731,Crédito Pessoal,5390.45,105,90+,477,Ana
732,Empréstimo Consignado,9187.4,77,61-90,554,Carlos
733,Cartão de Crédito,2647.74,162,90+,334,Daniela
734,Cartão de Crédito,2903.45,146,90+,302,Ana
735,Crédito Pessoal,5516.24,32,31-60,503,Helena
736,Empréstimo Consignado,10190.46,43,31-60,634,Daniela
737,Crédito Pessoal,3108.28,38,31-60,704,Eduardo
738,Empréstimo Consignado,3809.52,15,0-30,730,Eduardo
739,Crédito Pessoal,2677.36,1,0-30,680,Helena
740,Crédito Pessoal,3375.68,15,0-30,658,Daniela
741,Cartão de Crédito,4117.56,67,61-90,473,Gustavo
742,Crédito Pessoal,3393.38,21,0-30,838,Eduardo
743,Cartão de Crédito,2082.58,16,0-30,728,Eduardo
744,Cartão de Crédito,2312.55,101,90+,455,Helena
745,Crédito Pessoal,4286.5,19,0-30,737,Helena
746,Empréstimo Consignado,13445.63,27,0-30,702,Bruno
747,Crédito Pessoal,1548.79,13,0-30,608,Daniela
748,Cartão de Crédito,4248.3,49,31-60,731,Daniela
749,Empréstimo Consignado,8434.08,75,61-90,498,Carlos
750,Cartão de Crédito,3269.19,32,31-60,717,Helena
751,Crédito Pessoal,5040.74,51,31-60,696,Fernanda
752,Empréstimo Consignado,10445.81,50,31-60,640,Bruno
753,Cartão de Crédito,1744.51,78,61-90,636,Ana
754,Crédito Pessoal,2290.05,111,90+,521,Bruno
755,Crédito Pessoal,10186.24,57,31-60,667,Ana
756,Cartão de Crédito,4030.78,12,0-30,661,Daniela
757,Cartão de Crédito,1656.98,39,31-60,561,Bruno
758,Cartão de Crédito,3073.24,19,0-30,609,Gustavo
759,Empréstimo Consignado,11473.63,112,90+,533,Carlos
760,Cartão de Crédito,3028.15,98,90+,386,Fernanda
761,Crédito Pessoal,4583.34,6,0-30,866,Eduardo
762,Crédito Pessoal,9049.0,16,0-30,803,Ana
763,Crédito Pessoal,6375.33,52,31-60,561,Eduardo
764,Cartão de Crédito,1757.68,114,90+,376,Fernanda
765,Crédito Pessoal,4226.23,59,31-60,603,Daniela
766,Cartão de Crédito,1644.02,125,90+,540,Daniela
767,Cartão de Crédito,2414.08,29,0-30,655,Daniela
768,Empréstimo Consignado,7580.76,13,0-30,709,Eduardo
769,Crédito Pessoal,6510.73,68,61-90,448,Fernanda
770,Empréstimo Consignado,10221.94,64,61-90,642,Gustavo
771,Crédito Pessoal,5776.68,34,31-60,515,Daniela
772,Empréstimo Consignado,9084.2,20,0-30,672,Daniela
773,Crédito Pessoal,7086.53,42,31-60,615,Eduardo
774,Crédito Pessoal,4548.32,54,31-60,701,Daniela
775,Cartão de Crédito,585.55,35,31-60,592,Fernanda
776,Crédito Pessoal,9221.94,149,90+,436,Helena
777,Crédito Pessoal,3178.52,36,31-60,532,Ana
778,Cartão de Crédito,3056.37,35,31-60,587,Bruno
779,Cartão de Crédito,2227.5,18,0-30,802,Ana
780,Cartão de Crédito,3618.42,21,0-30,638,Gustavo
781,Cartão de Crédito,1730.65,51,31-60,613,Daniela
782,Cartão de Crédito,1931.37,27,0-30,846,Fernanda
783,Crédito Pessoal,4004.47,80,61-90,486,Fernanda
784,Crédito Pessoal,6108.59,98,90+,452,Daniela
785,Crédito Pessoal,5446.07,50,31-60,613,Gustavo
786,Empréstimo Consignado,9695.62,155,90+,507,Gustavo
787,Cartão de Crédito,2601.41,3,0-30,896,Helena
788,Crédito Pessoal,6864.06,143,90+,403,Daniela
789,Cartão de Crédito,3259.04,85,61-90,610,Daniela
790,Empréstimo Consignado,12543.44,24,0-30,658,Eduardo
791,Crédito Pessoal,5687.59,21,0-30,755,Fernanda
792,Cartão de Crédito,2771.22,72,61-90,521,Bruno
793,Cartão de Crédito,3913.61,36,31-60,619,Helena
794,Cartão de Crédito,3457.92,54,31-60,540,Eduardo
795,Crédito Pessoal,6037.47,59,31-60,565,Eduardo
796,Empréstimo Consignado,3816.58,14,0-30,661,Fernanda
797,Empréstimo Consignado,2948.96,42,31-60,657,Gustavo
798,Cartão de Crédito,2990.17,30,0-30,639,Helena
799,Cartão de Crédito,3023.14,73,61-90,641,Daniela
800,Empréstimo Consignado,5831.64,12,0-30,639,Ana
801,Cartão de Crédito,2783.12,42,31-60,696,Fernanda
802,Crédito Pessoal,3173.71,21,0-30,789,Ana
803,Cartão de Crédito,2957.74,18,0-30,833,Carlos
804,Cartão de Crédito,2978.58,10,0-30,614,Fernanda
805,Crédito Pessoal,6183.49,41,31-60,623,Helena
806,Cartão de Crédito,2768.43,15,0-30,827,Bruno
807,Empréstimo Consignado,7117.63,6,0-30,879,Fernanda
808,Empréstimo Consignado,7364.92,25,0-30,647,Helena
809,Cartão de Crédito,3427.28,77,61-90,588,Carlos
810,Crédito Pessoal,5829.83,46,31-60,547,Eduardo
811,Empréstimo Consignado,9464.27,21,0-30,646,Carlos
812,Empréstimo Consignado,8259.47,49,31-60,683,Gustavo
813,Crédito Pessoal,6302.9,13,0-30,704,Carlos
814,Empréstimo Consignado,10876.79,24,0-30,846,Fernanda
815,Empréstimo Consignado,6116.1,25,0-30,863,Carlos
816,Cartão de Crédito,2974.2,51,31-60,705,Bruno
817,Cartão de Crédito,2319.13,6,0-30,617,Fernanda
818,Crédito Pessoal,5627.71,55,31-60,607,Ana
819,Crédito Pessoal,6670.47,5,0-30,850,Ana
820,Crédito Pessoal,2096.6,72,61-90,637,Carlos
821,Empréstimo Consignado,4748.54,22,0-30,665,Fernanda
822,Crédito Pessoal,3681.21,84,61-90,479,Helena
823,Crédito Pessoal,3539.31,73,61-90,596,Bruno
824,Crédito Pessoal,4675.3,8,0-30,749,Ana
825,Cartão de Crédito,3853.9,143,90+,492,Daniela
826,Empréstimo Consignado,11535.34,16,0-30,746,Fernanda
827,Crédito Pessoal,3838.82,60,31-60,745,Gustavo
828,Crédito Pessoal,6737.77,27,0-30,782,Fernanda
829,Cartão de Crédito,2465.42,109,90+,405,Helena
830,Cartão de Crédito,2775.0,2,0-30,835,Gustavo
831,Crédito Pessoal,3038.28,58,31-60,625,Helena
832,Cartão de Crédito,1443.45,1,0-30,778,Ana
833,Crédito Pessoal,6464.7,29,0-30,612,Ana
834,Crédito Pessoal,5065.69,55,31-60,730,Bruno
835,Cartão de Crédito,2918.08,13,0-30,627,Bruno
836,Crédito Pessoal,8187.5,118,90+,422,Ana
837,Empréstimo Consignado,7283.6,68,61-90,466,Daniela
838,Crédito Pessoal,4540.73,27,0-30,860,Daniela
839,Cartão de Crédito,3914.93,76,61-90,499,Gustavo
840,Cartão de Crédito,2513.59,12,0-30,787,Carlos
841,Crédito Pessoal,3393.39,39,31-60,642,Carlos
842,Cartão de Crédito,3088.55,89,61-90,480,Ana
843,Crédito Pessoal,4524.65,46,31-60,543,Ana
844,Empréstimo Consignado,5532.09,86,61-90,518,Ana
845,Crédito Pessoal,5179.37,102,90+,345,Fernanda
846,Crédito Pessoal,6653.37,63,61-90,556,Daniela
847,Crédito Pessoal,2681.64,76,61-90,467,Eduardo
848,Empréstimo Consignado,4452.69,23,0-30,770,Carlos
849,Cartão de Crédito,2435.95,25,0-30,795,Carlos
850,Cartão de Crédito,1619.97,106,90+,376,Eduardo
851,Crédito Pessoal,2447.85,86,61-90,419,Ana
852,Cartão de Crédito,2504.89,41,31-60,610,Helena
853,Crédito Pessoal,7212.14,20,0-30,745,Carlos
854,Empréstimo Consignado,10364.05,22,0-30,791,Daniela
855,Crédito Pessoal,4786.12,37,31-60,676,Eduardo
856,Crédito Pessoal,7565.14,57,31-60,614,Daniela
857,Crédito Pessoal,8469.92,65,61-90,569,Fernanda
858,Cartão de Crédito,2892.98,49,31-60,728,Ana
859,Cartão de Crédito,2207.05,19,0-30,611,Carlos
860,Crédito Pessoal,8125.23,20,0-30,816,Gustavo
861,Cartão de Crédito,3714.84,56,31-60,721,Daniela
862,Cartão de Crédito,2702.72,7,0-30,678,Eduardo
863,Cartão de Crédito,3478.28,147,90+,418,Gustavo
864,Crédito Pessoal,3437.43,84,61-90,435,Helena
865,Crédito Pessoal,865.52,23,0-30,863,Helena
866,Cartão de Crédito,1723.05,163,90+,327,Ana
867,Crédito Pessoal,5413.14,52,31-60,615,Carlos
868,Crédito Pessoal,4851.64,42,31-60,585,Carlos
869,Empréstimo Consignado,10885.59,18,0-30,787,Gustavo
870,Empréstimo Consignado,3543.03,24,0-30,853,Ana
871,Crédito Pessoal,2067.78,58,31-60,665,Ana
872,Crédito Pessoal,6524.61,55,31-60,579,Ana
873,Cartão de Crédito,1351.26,1,0-30,785,Fernanda
874,Crédito Pessoal,4458.49,12,0-30,604,Daniela
875,Crédito Pessoal,5049.13,88,61-90,445,Bruno
876,Crédito Pessoal,3699.02,43,31-60,597,Fernanda
877,Cartão de Crédito,2962.29,10,0-30,701,Carlos
878,Cartão de Crédito,850.51,43,31-60,702,Gustavo
879,Crédito Pessoal,8663.86,58,31-60,501,Daniela
880,Crédito Pessoal,4339.73,43,31-60,716,Helena
881,Crédito Pessoal,4659.46,106,90+,324,Eduardo
882,Cartão de Crédito,4654.86,72,61-90,400,Carlos
883,Crédito Pessoal,2280.2,23,0-30,822,Fernanda
884,Crédito Pessoal,2909.8,50,31-60,696,Helena
885,Cartão de Crédito,3623.6,47,31-60,667,Helena
886,Crédito Pessoal,1887.07,16,0-30,668,Bruno
887,Cartão de Crédito,2896.14,52,31-60,696,Eduardo
888,Crédito Pessoal,3787.44,60,31-60,747,Carlos
889,Crédito Pessoal,1767.72,40,31-60,515,Gustavo
